token,gender,transcription,romanize1,romanize2,romanize3
สาลิณี,f,sa:4.li3.ni:0,salini,salinee,
สาวิตตรี,f,sa:4.wit3.tri:0,sawittri,sawittree,
สิงขร,m,siN4.khO:n4,singkhon,singkhorn,
สิงหนาท,m,siN4.ha1.na:t2,singhanat,singhanart,singhanard
สิงหา,m,siN4.ha:4,singha,,
สิงห์,m,siN4,sing,,
สิงห์คำ,m,siN4.kham0,singkham,singkam,
สิงห์ทอง,m,siN4.thO:N0,singthong,,
สิทธา,m,sit1.tha:0,sittha,,
สิทธิ,m,sit1.thi3,sitthi,,
สิทธิกร,m,sit1.thi3.kO:n0,sitthikon,sitthikorn,
สิทธิชัย,m,sit1.thi3.chaj0,sitthichai,,
สิทธิชาติ,m,sit1.thi3.cha:t2,sitthichat,sitthichart,sithichart
สิทธินนท์,m,sit1.thi3.non0,sitthinon,,
สิทธินันท์,m,sit1.thi3.nan0,sitthinan,sitthinun,
สิทธิพงศ์,m,sit1.thi3.phoN0,sitthiphong,sitthipong,
สิทธิพงษ์,m,sit1.thi3.phoN0,sitthiphong,sitthipong,
สิทธิพร,m,sit1.thi3.phO:n0,sitthiphon,sitthiporn,sitthiphorn
สิทธิพล,m,sit1.thi3.phon0,sitthiphon,sitthiphol,sitthipol
สิทธิพัฒน์,m,sit1.thi3.phat3,sitthiphat,sitthipat,
สิทธิพันธ์,m,sit1.thi3.phan0,sitthiphan,sitthipan,
สิทธิศักดิ์,m,sit1.thi3.sak1,sitthisak,,
สิทธิเดช,m,sit1.thi3.de:t1,sitthidet,sitthidej,sitidej
สิทธิโชค,m,sit1.thi3.cho:k2,sitthichok,sitthichoke,
สินจัย,f,sin4.caj0,sinchai,sinjai,
สินชัย,m,sin4.chaj0,sinchai,,
สินีนาฎ,f,si1.ni:0.na:t2,sininat,sineenart,sineenard
สินีนาฏ,f,si1.ni:0.na:t2,sininat,sineenart,sineenat
สินีนุช,f,si1.ni:0.nut3,sininut,sineenuch,sineenut
สินใจ,f,sin4.caj0,sinchai,sinjai,
สิปปกร,m,sip1.pa0.kO:n0,sippakon,sippakorn,
สิรวิชญ์,m,si1.ra0.wit3,sirawit,sirawich,
สิรามล,f,si1.ra:0.mon0,siramon,siramol,
สิริกัญญา,f,si1.ri1.kan0.ja:0,sirikanya,sirigunya,siriganya
สิริกาญจน์,f,si1.ri1.ka:n0,sirikan,sirikarn,
สิริกานต์,f,si1.ri1.ka:n0,sirikan,sirikarn,
สิริการย์,f,si1.ri1.ka:n0,sirikan,sirikarn,
สิริจันทร์,f,si1.ri1.can0,sirichan,sirijan,
สิริชัย,m,si1.ri1.chaj0,sirichai,,
สิริญา,f,si1.ri1.ja:0,siriya,,
สิริธร,f,si1.ri1.thO:n0,sirithon,sirithorn,siritorn
สิรินดา,f,si1.rin0.da:0,sirinda,,
สิรินพร,f,si1.rin0.phO:n0,sirinphon,sirinphorn,sirinporn
สิรินภา,f,si1.ri1.na3.pha:0,sirinapha,sirinapa,
สิรินันท์,f,si1.ri1.nan0,sirinan,sirinun,
สิรินาฎ,f,si1.ri1.na:t2,sirinat,sirinart,sirinard
สิรินุช,f,si1.ri1.nut3,sirinut,sirinuch,
สิริพงศ์,m,si1.ri1.phoN0,siriphong,siripong,
สิริพร,f,si1.ri1.phO:n0,siriphon,siriphorn,siriporn
สิริภรณ์,f,si1.ri1.phO:n0,siriphon,siriphorn,siriporn
สิริภา,f,si1.ri1.pha:0,siripha,siripa,
สิริวรรณ,f,si1.ri1.wan0,siriwan,,
สิริอร,f,si1.ri1.?O:n0,sirion,siriorn,
สิริเพ็ญ,f,si1.ri1.phen0,siriphen,siripen,
สิรี,f,si1.ri:0,siri,siree,
สิรีธร,f,si1.ri:0.thO:n0,sirithon,sireethorn,sireetorn
สีนวล,f,si:4.nuan0,sinuan,,
สืบพงศ์,m,sI:p1.phoN0,suepphong,sueppong,
สืบพงษ์,m,sI:p1.phoN0,suepphong,sueppong,
สืบศักดิ์,m,sI:p1.sak1,suepsak,,
สืบสกุล,m,sI:p1.sa0.kun0,suepsakun,suepsakul,suepsagun
สุกรี,m,su1.kri:0,sukri,sukree,
สุกฤตา,f,su1.krit1.ta:0,sukritta,,
สุกัญญา,f,su1.kan0.ja:0,sukanya,sugunya,suganya
สุกัญยา,f,su1.kan0.ja:0,sukanya,sugunya,suganya
สุกันยา,f,su1.kan0.ja:0,sukanya,sugunya,suganya
สุกัลย์,m,su1.kan0,sukan,sukal,sugan
สุกาญดา,f,su1.ka:n0.da:0,sukanda,sukarnda,
สุกิจ,m,su1.kit1,sukit,sukij,
สุขฤทัย,f,suk1.rI3.thaj0,sukruethai,sukruetai,
สุขศรี,f,suk1.si:4,suksi,suksri,
สุขสันติ์,m,suk1.san4,suksan,,
สุขสันต์,m,suk1.san4,suksan,,
สุขุม,m,su1.khum4,sukhum,sukhoom,
สุขุมาภรณ์,f,su1.khu1.ma:0.phO:n0,sukhumaphon,sukhumaporn,sukumaporn
สุขุมาล,f,su1.khu1.ma:n0,sukhuman,sukuman,sukhumal
สุขเกษม,m,suk1.ka1.se:m4,sukkasem,sukgasem,
สุคนธ์ทิพย์,f,su1.khon0.thip3,sukhonthip,sukhontip,sukonthip
สุจิตตรา,f,su1.cit1.tra:0,suchittra,sujittra,
สุจิตราภรณ์,f,su1.cit1.tra:0.phO:n0,suchittraphon,sujittraporn,suchittraporn
สุจินันท์,f,su1.ci1.nan0,suchinan,sujinan,sujinun
สุจิรา,f,su1.ci1.ra:0,suchira,sujira,
สุจีรา,f,su1.ci:0.ra:0,suchira,sujeera,
สุชญา,f,su1.cha0.ja:0,suchaya,,
สุชน,m,su1.chon0,suchon,,
สุชัญญา,f,su1.chan0.ja:0,suchanya,,
สุชัย,m,su1.chaj0,suchai,,
สุชาครีย์,m,su1.cha:0.kri:0,suchakri,suchakree,
สุชาติ,m,su1.cha:t2,suchat,suchart,
สุชานันท์,f,su1.cha:0.nan0,suchanan,suchanun,
สุชานาฏ,f,su1.cha:0.na:t2,suchanat,suchanart,suchanard
สุชาย,m,su1.cha:j0,suchai,,
สุชารัตน์,f,su1.cha:0.rat3,sucharat,,
สุชาวลี,f,su1.cha:0.wa0.li:0,suchawali,suchawalee,
สุชิน,m,su1.chin0,suchin,,
สุชิรา,f,su1.chi3.ra:0,suchira,,
สุชีรา,f,su1.chi:0.ra:0,suchira,sucheera,
สุญาดา,f,su1.ja:0.da:0,suyada,,
สุฑามาศ,f,su1.tha:0.ma:t2,suthamat,suthamart,suthamard
สุฑารัตน์,f,su1.tha:0.rat3,sutharat,sutarat,
สุณัฏฐา,f,su1.nat3.tha:4,sunattha,sunadtha,
สุณี,f,su1.ni:0,suni,sunee,
สุดคนึง,f,sut1.kha0.nIN0,sutkhanueng,sudkhanueng,sudkanueng
สุดธิดา,f,sut1.thi3.da:0,sutthida,sudthida,
สุดา,f,su1.da:0,suda,,
สุดาพร,f,su1.da:0.phO:n0,sudaphon,sudaphorn,sudaporn
สุดาภรณ์,f,su1.da:0.phO:n0,sudaphon,sudaphorn,sudaporn
สุดารัตน์,f,su1.da:0.rat3,sudarat,,
สุดาลักษณ์,f,su1.da:0.lak3,sudalak,sudaluk,sudaluck
สุดาวดี,f,su1.da:0.wa0.di:0,sudawadi,sudawadee,
สุดเขต,m,sut1.khe:t1,sutkhet,sudkhet,sudked
สุทธดา,f,sut1.tha0.da:0,sutthada,,
สุทธา,m,sut1.tha:0,suttha,,
สุทธิกานต์,f,sut1.thi3.ka:n0,sutthikan,sutthikarn,
สุทธิชัย,m,sut1.thi3.chaj0,sutthichai,,
สุทธิดา,f,sut1.thi3.da:0,sutthida,,
สุทธิพงค์,m,sut1.thi3.phoN0,sutthiphong,sutthipong,
สุทธิพงศ์,m,sut1.thi3.phoN0,sutthiphong,sutthipong,
สุทธิพงษ์,m,sut1.thi3.phoN0,sutthiphong,sutthipong,
สุทธิวัฒน์,m,sut1.thi3.wat3,sutthiwat,,
สุทธิเกียรติ,m,sut1.thi3.kiat1,sutthikiat,,
สุทธิโรจน์,m,sut1.thi3.ro:t2,sutthirot,sutthiroj,sutthirote
สุทธี,m,sut1.thi:0,sutthi,sutthee,suttee
สุทน,m,su1.thon0,suthon,,
สุทัศ,m,su1.that3,suthat,suthus,
สุทัศน์,m,su1.that3,suthat,suthus,
สุทิศา,f,su1.thi3.sa:4,suthisa,,
สุทิษา,f,su1.thi3.sa:4,suthisa,,
สุทิสา,f,su1.thi3.sa:4,suthisa,,
สุธน,m,su1.thon0,suthon,,
สุธนี,f,su1.tha0.ni:0,suthani,suthanee,
สุธรรม,m,su1.tham0,sutham,suthum,
สุธัญญา,f,su1.than0.ja:0,suthanya,sutanya,
สุธาพร,f,su1.tha:0.phO:n0,suthaphon,suthaporn,suthaphorn
สุธามาศ,f,su1.tha:0.ma:t2,suthamat,suthamart,suthamard
สุธารัตน์,f,su1.tha:0.rat3,sutharat,,
สุธาริณี,f,su1.tha:0.ri3.ni:0,sutharini,sutharinee,
สุธาศินี,f,su1.tha:0.si1.ni:0,suthasini,suthasinee,
สุธาสินี,f,su1.tha:0.si0.ni:0,suthasini,suthasinee,
สุธิชัย,m,su1.thi3.chaj0,suthichai,,
สุธิพงษ์,m,su1.thi3.phoN0,suthiphong,suthipong,
สุธิศา,f,su1.thi3.sa:4,suthisa,,
สุธิสา,f,su1.thi3.sa:4,suthisa,,
สุธี,m,su1.thi:0,suthi,suthee,
สุธีรา,f,su1.thi:0.ra:0,suthira,sutheera,
สุนทรีย์,f,sun4.tha0.ri:0,sunthari,soontharee,suntharee
สุนัดดา,f,su1.nat3.da:0,sunatda,sunadda,
สุนันทา,f,su1.nan0.tha:0,sunantha,sununtha,
สุนัย,m,su1.naj0,sunai,,
สุนิตรา,f,su1.ni3.tra:0,sunitra,,
สุนิศา,f,su1.ni3.sa:4,sunisa,,
สุนิษา,f,su1.ni3.sa:4,sunisa,,
สุนิสา,f,su1.ni3.sa:4,sunisa,,
สุนีย์รัตน์,f,su1.ni:0.rat3,sunirat,suneerat,
สุบงกช,f,su1.boN0.kot1,subongkot,subongkoch,
สุประภา,f,su1.pra0.pha:0,suprapha,supapha,
สุปรานี,f,su1.pra:0.ni:0,suprani,supranee,supanee
สุปรีชา,m,su1.pri:0.cha:0,supricha,supreecha,
สุปรีญา,f,su1.pri:0.ja:0,supriya,supreeya,
สุปรียา,f,su1.pri:0.ja:0,supriya,supreeya,
สุพงษ์,m,su1.phoN0,suphong,supong,
สุพรรณา,f,su1.phan0.na:0,suphanna,supanna,
สุพรรณิกา,f,su1.phan0.ni3.ka:0,suphannika,supannika,
สุพรรษา,f,su1.phan0.sa:4,suphansa,supansa,
สุพล,m,su1.phon0,suphon,suphol,
สุพศิน,m,sup1.pha0.sin4,supphasin,suppasin,
สุพัชชา,f,su1.phat3.cha:0,suphatcha,supatcha,
สุพัฒตา,f,su1.phat3.ta:0,suphatta,supatta,
สุพัฒนา,f,su1.phat3.tha0.na:0,suphatthana,supattana,
สุพิชชา,f,su1.phit3.cha:0,suphitcha,supitcha,
สุพิชญา,f,su1.phit3.cha0.ja:0,suphitchaya,supitchaya,
สุพิณ,f,su1.phin0,suphin,supin,
สุภกิจ,m,sup1.pha0.kit1,supphakit,suppakit,supphakij
สุภรณ์,f,su1.phO:n0,suphon,suphorn,suporn
สุภลักษณ์,f,sup1.pha0.lak3,supphalak,supphaluk,supphaluck
สุภวรรณ,f,sup1.pha0.wan0,supphawan,suppawan,
สุภัคชญา,f,su1.pak3.cha0.ja:0,suphakchaya,supakchaya,
สุภัชญา,f,su1.phat3.cha0.ja:0,suphatchaya,supatchaya,
สุภัตรา,f,su1.phat3.tra:0,suphattra,supattra,
สุภัทรชัย,m,su1.phat3.tha0.ra3.chaj0,suphattharachai,supattarachai,
สุภัทรา,f,su1.phat3.thra:0,suphatthra,,
สุภัสสร,f,su1.phat3.sO:n4,suphatson,suphatsorn,supassorn
สุภานัน,f,su1.pha:0.nan0,suphanan,suphanun,supanun
สุภาพร,f,su1.pha:0.phO:n0,suphaphon,suphaporn,suphaphorn
สุภาพันธ์,f,su1.pha:0.phan0,suphaphan,suphapan,supapan
สุภาภรณ์,f,su1.pha:0.phO:n0,suphaphon,suphaporn,suphaphorn
สุภารัตน์,f,su1.pha:0.rat3,supharat,suparat,
สุภาลักษณ์,f,su1.pha:0.lak3,suphalak,suphaluck,suphaluk
สุภาวรรณ,f,su1.pha:0.wan0,suphawan,supawan,
สุภาวัลย์,f,su1.pha:0.wan0,suphawan,supawan,
สุภาวิดา,f,su1.pha:0.wi3.da:0,suphawida,supawida,
สุภาวิตา,f,su1.pha:0.wi3.ta:0,suphawita,supawita,
สุภาวินี,f,su1.pha:0.wi3.ni:0,suphawini,suphawinee,supawinee
สุมณฑา,f,su1.mon0.tha:0,sumontha,,
สุมลฑา,f,su1.mon0.tha:0,sumontha,sumoltha,
สุมลทา,f,su1.mon0.tha:0,sumontha,sumoltha,
สุมลรัตน์,f,su1.mon0.rat3,sumonrat,sumolrat,
สุมารินทร์,f,su1.ma:0.rin0,sumarin,,
สุมารี,f,su1.ma:0.ri:0,sumari,sumaree,
สุมาลา,f,su1.ma:0.la:0,sumala,,
สุมาลี,f,su1.ma:0.li:0,sumali,sumalee,
สุมิตตรา,f,su1.mit3.tra:0,sumittra,,
สุมิตตา,f,su1.mit3.ta:0,sumitta,,
สุมิตรา,f,su1.mi3.tra:0,sumitra,,
สุรกานต์,m,su1.ra0.ka:n0,surakan,surakarn,
สุรจิต,m,su1.ra0.cit1,surachit,surajit,
สุรจิตร,m,su1.ra0.cit1,surachit,surajit,surajitr
สุรชาติ,m,su1.ra0.cha:t2,surachat,surachart,
สุรทิน,m,su1.ra0.thin0,surathin,suratin,
สุรพงค์,m,su1.ra0.phoN0,suraphong,surapong,
สุรพงษ์,m,su1.ra0.phoN0,suraphong,surapong,
สุรพจน์,m,su1.ra0.phot3,suraphot,surapote,surapot
สุรพัศ,m,su1.ra0.phat3,suraphat,surapat,
สุรยุทธ,m,su1.ra0.jut3,surayut,surayuth,
สุรวัฒน์,m,su1.ra0.wat3,surawat,,
สุระพงษ์,m,su1.ra3.phoN0,suraphong,surapong,
สุระพล,m,su1.ra3.phon0,suraphon,suraphol,surapol
สุระศักดิ์,m,su1.ra3.sak1,surasak,,
สุระสิทธิ์,m,su1.ra3.sit1,surasit,surasith,
สุระเดช,m,su1.ra3.de:t1,suradet,suradej,
สุรักษ์,m,su1.rak3,Surak,,
สุรัช,m,su1.rat3,Surat,Surad,Surach
สุรัชดา,f,su1.rat3.cha0.da:0,Suratchada,Surachada,Suradchada
สุรัชนี,f,su1.rat3.cha0.ni:0,Suratchani,Suratchanee,Surachanee
สุรางคณา,f,su1.ra:N0.kha0.na:0,Surangkhana,Surangkana,Surankana
สุรางค์รัตน์,f,su1.ra:N0.rat3,Surangrat,,
สุราษฎร์,m,su1.ra:t2,Surat,Surad,
สุริชัย,m,su1.ri3.chaj0,Surichai,,
สุริยนต์,m,su1.ri3.jon0,Suriyon,,
สุริยะ,m,su1.ri3.ja3,Suriya,,
สุริยัณห์,m,su1.ri3.jan0,Suriyan,,
สุริยา,m,su1.ri3.ja:0,Suriya,,
สุริยาพร,f,su1.ri3.ja:0.phO:n0,Suriyaphon,Suriyaporn,Suriyapon
สุริยาวุธ,m,su1.ri3.ja:0.wut3,Suriyawut,Suriyavut,Suriyawoot
สุริสา,f,su1.ri3.sa:4,Surisa,,
สุริโย,m,su1.ri3.jo:0,Suriyo,,
สุรี,f,su1.ri:0,Suri,Suree,
สุรีย์พร,f,su1.ri:0.phO:n0,Suriphon,Sureeporn,Sureepon
สุรีย์ภรณ์,f,su1.ri:0.phO:n0,Suriphon,Sureeporn,Sureepon
สุรีย์รัตน์,f,su1.ri:0.rat3,Surirat,Sureerat,
สุรเกียรติ,m,su1.ra0.kiat1,Surakiat,,
สุรเดช,m,su1.ra0.de:t1,Suradet,Suradech,Suraded
สุรเทพ,m,su1.ra0.the:p2,Surathep,Suratep,
สุลีพร,f,su1.wa3,Suliphon,Suleeporn,Suleepon
สุวจี,f,su1.wa3.ci:0,Suwachi,Suwajee,Suvajee
สุวณี,f,su1.wa3.ni:0,Suwani,Suwanee,Suvanee
สุวดี,f,su1.wa3.di:0,Suwadi,Suwadee,Suvadee
สุวนิตย์,f,su1.wa3.nit3,Suwanit,Suvanit,
สุวนีย์,f,su1.wa3.ni:0,Suwani,Suwanee,Suvanee
สุวพร,f,su1.wa3.phO:n0,Suwaphon,Suwaporn,Suwapon
สุวภัทร,f,su1.wa3.phat3,Suwaphat,Suwapat,Suvapat
สุวภา,f,su1.wa3.pha:0,Suwapha,Suwapa,Suvapa
สุวรรณชัย,m,su1.wan0.chaj0,Suwanchai,Suvanchai,
สุวรัตน์,f,su1.wa3.rat3,Suwarat,Suvarat,
สุวรา,f,su1.wa3.ra:0,Suwara,Suvara,
สุวรีย์,f,su1.wa3.ri:0,Suwari,Suwaree,Suvaree
สุวลักษณ์,f,su1.wa3.lak3,Suwalak,Suvalak,
สุวัจชัย,m,su1.wat3.chaj0,Suwatchai,Suvatchai,
สุวัจน์,m,su1.wat3,Suwat,Suvat,
สุวัฒน์ชัย,m,su1.wat3.chaj0,Suwatchai,Suvatchai,
สุวาณี,f,su1.wa:0.ni:0,Suwani,Suwanee,Suvanee
สุวารินทร์,f,su1.wa:0.rin0,Suwarin,Suvarin,
สุวิชญา,f,su1.wit3.cha0.ja:0,Suwitchaya,Suvitchaya,
สุวิชัย,m,su1.wi3.chaj0,Suwichai,Suvichai,
สุวิชาญ,m,su1.wi3.cha:n0,Suwichan,Suvichan,
สุวิชาดา,f,su1.wi3.cha:0.da:0,Suwichada,Suvichada,
สุวิท,m,su1.wit3,Suwit,Suvit,
สุวินัย,m,su1.wi3.naj0,Suwinai,Suvinai,
สุวิภา,f,su1.wi3.pha:0,Suwipha,Suwipa,Suvipa
สุวิมล,f,su1.wi3.mon0,Suwimon,Suvimon,
สุวิษา,f,su1.wi3.sa:4,Suwisa,Suvisa,
สุวิไล,f,su1.wi3.laj0,Suwilai,Suvilai,
สุเชษฐ์,m,su1.che:t2,Suchet,,
สุเชาว์,m,su1.chaw0,Suchao,,
สุเมฆ,m,su1.me:k2,Sumek,,
สุเมธ,m,su1.me:t2,Sumet,Sumeth,
สุเมศ,m,su1.me:t2,Sumet,Sumeth,
สุเวช,m,su1.we:t2,Suwet,Suvet,Suvech
สุโชติ,m,su1.cho:t2,Suchot,Suchote,
สุโรจน์,m,su1.ro:t2,Surot,Suroj,Surote
สุไรดา,f,su1.raj0.da:0,Suraida,,
สุไรยา,f,su1.raj0.ja:1,Suraiya,,
สุไลมาน,m,su1.laj0.ma:n0,Sulaiman,,
สุไฮลา,f,su1.haj0.la:0,Suhaila,,
สโรชินี,f,sa0.ro:0.chi3.ni:0,Sarochini,Sarochinee,
ส่งศรี,f,soN1.si:4,Songsi,Songsri,
ส่งเสริม,m,soN1.s@:m4,Songsoem,,
ส้มจีน,f,som2.ci:n0,Somchin,Somjeen,Somcheen
ส้มลิ้ม,f,som2.lim3,Somlim,,
หทัยกานต์,f,ha1.thaj0.ka:n0,Hathaikan,Hataikarn,Hataikan
หทัยนุช,f,ha1.thaj0.nut3,Hathainut,Hathainuch,Hatainut
หทัยพร,f,ha1.thaj0.phO:n0,Hathaiphon,Hathaiporn,Hataiporn
หนึ่งนุช,f,nIN1.nut3,Nuengnut,Nuengnuch,
หนึ่งฤดี,f,nIN1.rI3.di:0,Nuengruedi,Nuengruedee,
หนุ่ม,m,num1,Num,Nhum,Nhoom
หนูจร,f,nu:4.cO:n0,Nuchon,Noochon,
หนูทิพย์,f,nu:4.thip3,Nuthip,Noothip,Nootip
หนูพัด,f,nu:4.phat3,Nuphat,Nupat,Noophat
หนูเพียร,f,nu:4.phian0,Nuphian,Noophian,Noopian
หนูเล็ก,f,nu:4.lek3,Nulek,Noolek,
หยาดพิรุณ,f,ja:t1.phi3.run0,Yatphirun,Yatphiroon,Yatpirun
หฤทัย,f,ha1.rI3.thaj0,Haruethai,Haruetai,
หฤษฎ์,m,ha1.rit3,Harit,,
หอมหวล,f,hO:m4.huan4,Homhuan,,
หะมะ,m,ha1.ma3,Hama,,
หัสชัย,m,hat1.sa0.chaj0,Hatchai,Hasachai,Hassachai
หัสดิน,m,hat1.sa0.din0,Hatsadin,Hasadin,Hassadin
หัสนัย,m,hat1.sa0.naj0,Hatnai,Hasanai,Hassanai
หาญ,m,ha:n4,Han,,
หาญชัย,m,ha:n4.chaj0,Hanchai,,
หาญณรงค์,m,ha:n4.na0.roN0,Hannarong,,
หามะ,m,ha:4.ma3,Hama,,
หิรัญ,m,hi1.ran0,Hiran,Hirun,
องอาจ,m,?oN0.?a:t1,Ong-At,Ong-Aat,
องุ่น,f,?a0.Nun1,A-Ngun,,
อชิรญา,f,?a1.chi3.ra3.ja:0,Achiraya,,
อดินันต์,m,?a1.di0.nan0,Adinan,Adinant,Adinand
อดินันท์,m,?a1.di0.nan0,Adinan,Adinant,Adinand
อดิพงษ์,m,?a1.di0.phoN0,Adiphong,Adipong,
อดิศัย,m,?a1.di0.saj4,Adisai,,
อดิสร,m,?a1.di0.sO:n4,Adison,Adisorn,
อดิสรณ์,m,?a1.di0.sO:n5,Adison,Adisorn,
อดิเทพ,m,?a1.di0.the:p2,Adithep,Aditep,
อติชาติ,m,?a1.ti0.cha:t2,Atichat,Athichat,
อติพร,f,?a1.ti0.phO:n0,Atiphon,Atiporn,Athiporn
อติภา,f,?a1.ti0.pha:0,Atipha,Atipa,Athipa
อติวิชญ์,m,?a1.ti0.wit3,Atiwit,Athiwat,
อติเทพ,m,?a1.ti0.the:p2,Atithep,Atitep,Atitep
อทิตยา,f,?a1.thit3.ta1.ja:0,Athittaya,Atitaya,
อธิบดี,m,?a1.thi3.ba0.di0,Athibodi,Athibodee,Atibodee
อธิปัตย์,m,?a1.thi3.pat1,Athipat,Atipat,Athiphat
อธิพงศ์,m,?a1.thi3.phoN0,Athiphong,Atipong,Athipong
อธิพัชร์,m,?a1.thi3.phat3,Athiphat,Atipat,Athiphat
อธิพันธ์,m,?a1.thi3.phan0,Athiphan,Atipan,Athipan
อธิภัทร,m,?a1.thi3.phat3,Athiphat,Atipat,Athiphat
อธิราช,m,?a1.thi3.ra:t2,Athirat,Atirach,Athirach
อธิวัฒน์,m,?a1.thi3.wat3,Athiwat,Atiwat,Ativat
อธิศักดิ์,m,?a1.thi3.sak1,Athisak,Atisak,
อธิษฐ์,m,?a1.thit3,Athit,Atit,
อนงค์,f,?a1.noN0,Anong,,
อนงค์นาฏ,f,?a1.noN0.na:t2,Anongnat,,
อนงค์พร,f,?a1.noN0.phO:n0,Anongphon,Anongporn,Anongpon
อนงค์รัตน์,f,?a1.noN0.rat3,Anongrat,,
อนงนาฏ,f,?a1.noN0.na:t2,Anongnat,,
อนวัช,m,?a1.na0.wat3,Anawat,Anavat,Anavach
อนัญพร,f,?a1.nan0.phO:n0,Ananphon,Ananporn,Ananpon
อนัญลักษณ์,f,?a1.nan0.ja3.lak3,Ananlak,,
อนันตชัย,m,?a1.nan0.ta0.chaj0,Anantachai,,
อนันตยา,f,?a1.nan0.ta0.ja:0,Anantaya,,
อนันตศักดิ์,m,?a1.nan0.ta0.sak1,Anantasak,,
อนันต์,m,?a1.nan0,Anan,,
อนันท์,m,?a1.nan0,Anan,,
อนัส,m,?a1.nat3,Anat,,
อนาวิล,m,?a1.na:0.win0,Anawin,,
อนิรุจน์,m,?a1.ni3.rut3,Anirut,Aniruth,Aniruj
อนิรุต,m,?a1.ni3.rut3,Anirut,Anirud,Aniruth
อนิรุทธิ์,m,?a1.ni3.rut3,Anirut,Anirud,Aniruth
อนิรุทธ์,m,?a1.ni3.rut3,Anirut,Anirud,Aniruth
อนิรุธ,m,?a1.ni3.rut3,Anirut,Anirud,Aniruth
อนิษา,f,?a1.sa:4,Anisa,,
อนุกูล,m,?a1.nu3.ku:n0,Anukun,Anukoon,
อนุชัย,m,?a1.nu3.chaj0,Anuchai,,
อนุชา,m,?a1.nu3.cha:0,Anucha,,
อนุชาติ,m,?a1.nu3.cha:t2,Anuchat,,
อนุชิต,m,?a1.nu3.chit3,Anuchit,,
อนุพงค์,m,?a1.nu3.phoN0,Anuphong,Anupong,
อนุพงศ์,m,?a1.nu3.phoN0,Anuphong,Anupong,
อนุพงษ์,m,?a1.nu3.phoN0,Anuphong,Anupong,
อนุพันธ์,m,?a1.nu3.phan0,Anuphan,Anupan,
อนุภาพ,m,?a1.nu3.pha:p2,Anuphap,Anupap,
อนุวัช,m,?a1.nu3.wat3,Anuwat,Anuvat,
อนุวัฒน์,m,?a1.nu3.wat3,Anuwat,Anuvat,
อนุวัต,m,?a1.nu3.wat3,Anuwat,Anuvat,
อนุวัตน์,m,?a1.nu3.wat3,Anuwat,Anuvat,
อนุวัตร,m,?a1.nu3.wat3,Anuwat,Anuvat,
อนุวัติ,m,?a1.nu3.wat3,Anuwat,Anuvat,
อนุศรา,f,?a1.nu3.sa1.ra:0,Anusara,Anusara,
อนุศักดิ์,m,?a1.nu3.sak1,Anusak,,
อนุศาสน์,m,?a1.nu3.sa:t1,Anusat,Anusas,
อนุศิษฏ์,m,?a1.nu3.sit1,Anusit,,
อนุสรา,f,?a1.nu3.sa0.ra:0,Anusara,,
อนุเทพ,m,?a1.nu3.the:p2,Anuthep,Anutep,
อบเชย,f,?op1.ch@:j0,Opchoei,Opchoei,
อภัสนันท์,f,?a1.phat3.sa0.nan0,Aphatsanan,Apassanan,Apasanan
อภิชน,m,?a1.phi3.chon0,Aphichon,Apichon,
อภิชยา,f,?a1.phi3.cha0.ja:0,Aphichaya,Apichaya,
อภิชัย,m,?a1.phi3.chaj0,Aphichai,Apichai,
อภิชาต,m,?a1.phi3.cha:t2,Aphichat,Apichat,
อภิชิต,m,?a1.phi3.chit3,Aphichit,Apichit,
อภินัทธ์,m,?a1.phi3.nat3,Aphinat,Apinat,
อภินันท์,m,?a1.phi3.nat3,Aphinan,Apinan,
อภิมุข,m,?a1.phi3.muk3,Aphimuk,Apimuk,Apimook
อภิรักษ์,m,?a1.phi3.rak3,Aphirak,Apirak,
อภิฤดี,f,?a1.phi3.rI3.di:0,Aphiruedi,Apiruedee,
อภิวิชญ์,m,?a1.phi3.wit3,Aphiwit,Apiwit,Aphivit
อภิวุฒิ,m,?a1.phi3.wut3,Aphiwut,Apiwut,Apivut
อภิศักดิ์,m,?a1.phi3.sak1,Aphisak,Apisak,
อภิสรา,f,?a1.phi3.sa0.ra:0,Aphisara,Apisara,
อภิสิทธิ์,m,?a1.phi3.sit1,Aphisit,Apisit,
อภิเชษฐ,m,?a1.phi3.che:t2,Aphichet,Apichet,
อภิเชษฐ์,m,?a1.phi3.che:t2,Aphichet,Apichet,
อภิเดช,m,?a1.phi3.de:t1,Aphidet,Apidech,Aphidech
อภิเษก,m,?a1.phi3.se:k1,Aphisek,Apisek,
อมรวรรณ,f,?a1.mO:n0.wan0,Amonwan,Amornwan,Amonvan
อมราวดี,f,?a1.ma0.ra:0.wa3.di:0,Amarawadi,Amarawadee,
อมรเทพ,m,?a1.mO:n0.the:p2,Amonthep,Amornthep,Amontep
อมฤต,m,?a1.ma3.rit3,Amarit,Amarith,
อมิตา,f,?a1.mi3.ta:0,Amita,,
อร,f,?O:n0,On,Orn,
อรจันทร์,f,?O:n0.can0,Onchan,Ornchan,Ornjan
อรชุดา,f,?O:n0.chu3.da:0,Onchuda,Ornchuda,
อรชุมา,f,?O:n0.chu3.ma:0,Onchuma,Ornchuma,
อรณิชชา,f,?O:n0.nit3.cha:0,Onnitcha,Ornnicha,Ornitcha
